,name,market,funding_total_usd,status,funding_rounds,State_code,City,founded_at,company_name,acquired_at,price_amount
13954,Path Logic,Medical,2500000,acquired,1,CA,West Sacramento,,Path Logic,2014-07-09,6000000.0
13955,Path.To,Online_Tech,1500000,closed,1,FL,Jacksonville,2011-03-11,,,
13956,Path101,Corporate_Services,550000,closed,2,NY,New York,,,,
13957,Ardmore Regional Surgery Center,Medical,2900150,operating,1,OK,Ardmore,2002-05-01,,,
13958,Pathable,Online_Tech,314169,operating,1,WA,Seattle,2007-01-01,,,
13959,Pathagility,Online_Tech,0,operating,1,AR,Conway,2007-04-01,,,
13960,PathAR,Online_Tech,1650000,operating,3,CO,Colorado Springs,2012-01-01,,,
13961,Pathbrite,Education,11700000,operating,4,CA,San Francisco,2012-01-01,,,
13962,PathCentral,Online_Tech,14907283,acquired,3,CA,Irvine,,PathCentral,2013-08-22,
13963,PATHEOS,Service,3424336,operating,4,CO,Englewood,2008-01-01,,,
13964,Pathfinder App,Art,100000,operating,1,NY,New York,2013-04-11,,,
13965,Pathfinder Health,Medical,768898,operating,2,IL,Highland Park,,,,
13966,Pathfinder Technologies,Medical,7476374,operating,7,TN,Nashville,2004-01-01,,,
13967,ARE Telecom & Wind,Online_Tech,100000,operating,1,MN,Saint Paul,2013-10-24,,,
13968,Pathfire,Gaming,2000000,operating,1,GA,Roswell,1996-01-01,,,
13969,Pathgather,Corporate_Services,1500000,operating,1,NY,New York,2012-12-12,,,
13970,PathGroup,Medical,19500000,operating,1,TN,Brentwood,1996-01-01,,,
13971,PathJump,Corporate_Services,150000,operating,1,NY,New York,2013-11-01,,,
13972,Pathogen Systems,Medical,1905000,operating,2,CO,Broomfield,2003-01-01,,,
13973,Pathogenetix,Medical,24010453,operating,5,MA,Woburn,1997-01-01,,,
13974,Pathology Holdings,Medical,24654366,operating,1,CA,Torrance,1979-01-01,,,
13975,Are You a Human,Online_Tech,3359333,operating,5,MI,Detroit,2011-01-01,,,
13976,PATHSENSORS,Medical,1923894,operating,2,MD,Baltimore,2010-01-01,,,
13977,PathSource,Education,0,operating,1,CA,Burlingame,2012-01-01,,,
13978,Pathway Lending,Nonprofits,1750000,operating,1,TN,Nashville,,,,
13979,Pathway Medical Technologies,Medical,52433800,acquired,2,WA,Kirkland,,Pathway Medical Technologies,2011-09-01,
13980,Pathway Therapeutics,Medical,24400000,closed,5,CA,San Francisco,2008-01-01,,,
13981,Pathways Platform,Online_Tech,4500000,operating,2,AZ,Glendale,2009-10-15,,,
13982,Pathwork Diagnostics,Medical,43500000,operating,3,CA,Redwood City,2002-01-01,,,
13983,Pathwright,Education,0,operating,1,SC,Greenville,2012-04-01,,,
13984,Patient Access Solutions,Online_Tech,6616935,operating,2,NY,Hauppauge,,,,
13985,Patient Communicator,Other,0,operating,1,NY,New York,1969-01-01,,,
13986,Patient Conversation Media,Medical,1307617,operating,2,TX,Austin,2009-10-01,,,
13987,Patient Education Systems,Online_Tech,3199790,operating,3,CO,Lakewood,,,,
13988,Patient Engagement Systems,Medical,1908989,operating,4,VT,Burlington,2006-01-01,,,
13989,Patient Home Monitoring,Medical,7500000,operating,1,CA,San Francisco,,,,
13990,Patient Safety Technologies,Online_Tech,15788674,acquired,3,PA,Newtown,,Patient Safety Technologies,2013-12-31,120000000.0
13991,Patient-Centered Outcomes Research Institute,Medical,191000000,operating,1,DC,Washington,2010-01-01,,,
13992,Patientco,Medical,3750000,operating,1,GA,Atlanta,2009-01-01,,,
13993,Area 52 Games,Online_Tech,900000,operating,2,WA,Issaquah,2013-06-04,,,
13994,PatientFocus,Medical,1045000,operating,2,TN,Nashville,2008-01-01,,,
13995,PatientKeeper,Medical,86708653,acquired,9,MA,Waltham,1996-11-16,PatientKeeper,2014-09-24,
13996,PatientPay Inc.,Online_Tech,6483800,operating,3,NC,Durham,2008-08-15,,,
13997,PatientSafe Solutions,Online_Tech,71857804,operating,6,CA,San Diego,2002-01-01,,,
13998,PatientsLikeMe,Online_Tech,27000000,operating,4,MA,Cambridge,2004-01-01,,,
13999,Patreon,Art,17100000,operating,2,CA,San Francisco,2013-05-07,,,
14000,Patrick Building Supply,Online_Tech,0,operating,1,VA,Stuart,2006-09-02,,,
14001,Patriot National Insurance Group,Online_Tech,58000000,operating,2,FL,Fort Lauderdale,,,,
14002,Patron Technology,Online_Tech,3100000,operating,2,NY,New York,2001-01-01,,,
14003,Arecont Vision,Manufacturing,80000000,operating,1,CA,Glendale,2003-01-01,,,
14004,Patronpath,Online_Tech,700000,operating,1,IN,Indianapolis,2004-01-01,,,
14005,Pattern Genomics,Medical,150000,operating,1,WI,Madison,2012-01-01,,,
14006,Patton Surgical,Online_Tech,0,operating,1,TX,Austin,2003-01-01,,,
14007,Pavlov Media,Online_Tech,4000000,operating,1,IL,Champaign,,,,
14008,AReflectionOf Inc.,Online_Tech,896785,operating,2,CA,San Francisco,,,,
14009,Pawaa Software,Online_Tech,409299,operating,1,VA,Ashburn,2007-07-05,,,
14010,PawClinic,Service,0,operating,1,CA,Santa Monica,2013-03-01,,,
14011,Pawngo,Online_Tech,2300000,operating,2,CO,Denver,2011-01-01,,,
14012,PawnGuru.com,Online_Tech,200000,operating,1,MI,Detroit,2014-02-01,,,
14013,PawSpot,Service,600000,closed,1,MA,Woburn,2005-11-01,,,
14014,Pawzii,Service,35000,,1,WA,Seattle,2013-01-01,,,
14015,PAX Streamline,Online_Tech,6000000,closed,1,CA,Novato,,,,
14016,Arena Online,Gaming,750000,operating,1,TX,Houston,2014-08-01,,,
14017,Pax8,Online_Tech,5400000,operating,2,CO,Centennial,2012-01-01,,,
14018,Paxata,Online_Tech,9492752,operating,2,CA,Redwood City,2012-05-29,,,
14019,Paxera,Online_Tech,5400000,operating,1,CA,Santa Clara,,,,
14020,Paxfire,Online_Tech,2200000,closed,2,VA,Sterling,2003-01-01,,,
14021,PaxVax,Medical,129606472,operating,7,CA,Menlo Park,2007-01-01,,,
14022,Arena Pharmaceuticals,Medical,220260000,operating,3,CA,San Diego,1977-01-01,,,
14023,PayActiv,Online_Tech,4349998,operating,1,CA,San Jose,,,,
14024,Paybook,Online_Tech,475000,operating,3,TX,Austin,2011-05-25,,,
14025,PayByGroup,Online_Tech,2000000,operating,2,CA,San Francisco,,,,
14026,Arena Solutions,Online_Tech,42952301,operating,6,CA,Foster City,2000-01-01,,,
14027,PayClip,Online_Tech,3625000,operating,3,CA,Redwood City,2013-04-01,,,
14028,Paydiant,Online_Tech,34600000,operating,3,MA,Wellesley,2010-01-01,,,
14029,PayDivvy,Online_Tech,1310000,acquired,3,CA,Irvine,2009-03-06,PayDivvy,2013-08-01,
14030,PayDragon,Online_Tech,1350000,operating,1,CA,Los Angeles,,,,
14031,PayEase,Online_Tech,14500000,operating,1,CA,Santa Clara,2000-01-01,,,
14032,Payfone,Online_Tech,40000000,operating,4,NY,New York,2008-01-01,,,
14033,PAYFORMANCE HOLDING,Online_Tech,22259240,operating,1,MD,Baltimore,,,,
14034,PayLease,Online_Tech,0,operating,1,CA,San Diego,2003-03-25,,,
14035,Ares Commercial Real Estate Corporation,Renting,37000000,operating,1,GA,Atlanta,2011-01-01,,,
14036,Paylocity,Online_Tech,10000000,operating,1,IL,Arlington Heights,1997-01-01,,,
14037,PaymentOne,Online_Tech,7000000,operating,1,CA,San Jose,2000-01-01,,,
14038,Paymentus,Online_Tech,3600000,operating,2,GA,Atlanta,2004-01-01,,,
14039,PaymentWorks,Corporate_Services,1525000,operating,1,MA,Cambridge,2013-01-01,,,
14040,Paymetric,Online_Tech,30500000,operating,6,GA,Roswell,1998-01-01,,,
14041,paymio,Banking,50000,closed,1,NY,New York,2009-07-01,,,
14042,Paymo,Online_Tech,5000000,acquired,1,CA,San Francisco,,Paymo,2009-06-01,
14043,PayNearMe,Online_Tech,56500000,operating,6,CA,Sunnyvale,2009-03-01,,,
14044,Payoff,Service,24800000,operating,4,CA,Costa Mesa,2009-01-01,,,
14045,Payoneer,Online_Tech,40000000,operating,6,NY,New York,2005-04-01,,,
14046,PayOrPass,Online_Tech,660000,closed,1,MA,Boston,2012-01-01,,,
14047,PayPal,Online_Tech,197000000,acquired,5,CA,San Jose,1998-12-01,PayPal,2002-07-08,1500000000.0
14048,PayParade Pictures,Gaming,200000,closed,2,PA,Bala Cynwyd,2007-10-17,,,
14049,AREVS,Science_and_Engineering,150000,operating,1,NY,Queensbury,2012-09-01,,,
14050,PayPerks,Online_Tech,0,operating,2,NY,New York,2009-01-01,,,
14051,PayRight Health Solutions,Medical,320000,operating,2,PA,Landenberg,2010-01-01,,,
14052,PayrollHero,Online_Tech,1000000,operating,1,CA,San Francisco,,,,
14053,PayScale,Online_Tech,33386478,acquired,8,WA,Seattle,1999-05-20,PayScale,2014-04-24,100000000.0
14054,Arganteal,Online_Tech,611076,operating,1,TX,Austin,2012-01-01,,,
14055,PaySimple,Banking,16000000,operating,1,CO,Denver,2006-01-01,,,
14056,PayStand,Online_Tech,2275000,operating,3,CA,Santa Cruz,2013-03-01,,,
14057,Paystik,Nonprofits,0,operating,2,CA,Palo Alto,2013-01-01,,,
14058,PayTango,Online_Tech,700000,operating,1,CA,Mountain View,2012-08-01,,,
14059,Payteller,Banking,25000000,operating,1,FL,Boca Raton,2012-01-01,,,
14060,Paytopia,Online_Tech,15000,operating,1,TN,Memphis,2012-01-28,,,
14061,PayUsLessRx.com,Online_Tech,100000,operating,1,NY,Stony Brook,,,,
14062,Payveris,Online_Tech,6650000,operating,2,CT,Wethersfield,2011-01-01,,,
14063,Payvment,Online_Tech,7750000,acquired,3,CA,Palo Alto,2009-08-01,Payvment,2013-01-01,
14064,Payward,Online_Tech,5000000,operating,1,CA,San Francisco,,,,
14065,"Payz, Inc.",Online_Tech,0,operating,1,NY,New York,2011-10-13,,,
14066,PBJ Concierge,Corporate_Services,0,operating,1,TX,Farmersville,2010-06-01,,,
14067,PBS-Bio,Medical,338132,operating,1,AZ,Mesa,,,,
14068,pbsi,Online_Tech,519851,operating,1,CA,Concord,,,,
14069,Argil Data Corp,Online_Tech,0,operating,1,CA,Santa Clara,2013-10-03,,,
14070,PBworks,Online_Tech,12743716,operating,7,CA,San Mateo,2005-06-01,,,
14071,PC Network Services,Online_Tech,0,,1,PA,Sewickley,1990-01-01,,,
14072,PCC Technology Group,Online_Tech,5500000,operating,1,CT,Bloomfield,,,,
14073,PCD Partners,Medical,0,closed,1,NH,Lebanon,,,,
14074,PCN Technology,Online_Tech,5250000,operating,1,CA,San Diego,2004-01-01,,,
14075,PCS Edventures,Education,450000,operating,1,ID,Boise,,,,
14076,PCT International,Online_Tech,25000000,operating,1,AZ,Mesa,1997-01-01,,,
14077,Argo Navis Consulting,Art,178540,operating,1,IL,Chicago,2010-01-01,,,
14078,PDP Holdings,Medical,225000,operating,1,TN,Nashville,,,,
14079,Peaberry Software,Online_Tech,776498,operating,1,NY,New York,2012-01-01,,,
14080,Peach,Banking,550000,operating,2,MD,Baltimore,2013-04-01,,,
14081,Peach,Art,500000,operating,1,CA,Berkeley,2014-10-19,,,
14082,Peach,Art,1561865,operating,1,MA,Cambridge,,,,
14083,Peach & Lily,Retail,575000,operating,1,NY,Bronx,,,,
14084,Argo Tea,Service,2323000,operating,1,IL,Chicago,2003-01-01,,,
14085,Peak 10,Online_Tech,3500000,acquired,1,NC,Charlotte,2000-01-01,Peak 10,2014-05-12,
14086,Peak Environmental Consulting,Renting,5000,operating,1,OH,Granville,2000-02-01,,,
14087,Peak Rx #2,Online_Tech,200000,operating,1,CO,Castle Rock,,,,
14088,Argon 1 Credit Facility,Banking,1000000,operating,1,IL,Willowbrook,2013-12-01,,,
14089,PEAK Surgical,Medical,29000000,acquired,2,CA,Palo Alto,,PEAK Surgical,2011-07-07,120000000.0
14090,Peak8 Partners,Online_Tech,5000000,operating,1,CO,Boulder,2004-01-01,,,
14091,Peak®,Online_Tech,48000000,operating,12,CO,Denver,2006-01-01,,,
14092,Peakos,Other,1200000,operating,1,CO,Greenwood Village,2012-01-01,,,
14093,PeakStream,Online_Tech,22000000,acquired,2,CA,Redwood City,2005-01-01,PeakStream,2007-06-05,20300000.0
14094,Peanut Labs,Online_Tech,4200000,acquired,2,CA,San Francisco,2005-01-01,Peanut Labs,2010-09-27,
14095,Peap.co,Online_Tech,3000,operating,1,TX,Brenham,2013-05-05,,,
14096,Pear (formerly Apparel Media Group),Corporate_Services,1815000,operating,3,IL,Chicago,2009-01-01,,,
14097,ArgoPay,Online_Tech,500000,operating,1,MA,Boston,2013-01-01,,,
14098,Pear Analytics,Online_Tech,200000,operating,1,TX,San Antonio,2008-06-01,,,
14099,Pear Deck,Education,430000,operating,2,IA,Iowa City,2014-01-08,,,
14100,PEAR SPORTS,Medical,6167000,operating,2,CA,Irvine,,,,
14101,Pearescope,Online_Tech,325000,closed,2,NY,New York,2009-09-09,,,
14102,PearFunds,Online_Tech,0,operating,1,FL,Miami,,,,
14103,Pearl Therapeutics,Medical,232000100,acquired,6,CA,Redwood City,2006-01-01,Pearl Therapeutics,2013-06-10,1150000000.0
14104,PEARL Unlimited Holdings,Online_Tech,3300000,operating,3,GA,Atlanta,2007-01-01,,,
14105,Pearl's Premium,Online_Tech,50000,operating,1,MA,Wayland,,,,
14106,Pearl.com,Other,50700000,operating,2,CA,San Francisco,2003-01-01,,,
14107,Argos Risk,Online_Tech,1760000,operating,2,MN,Minneapolis,2010-01-01,,,
14108,Peas-Corp,Gaming,0,operating,1,GA,Savannah,2010-01-26,,,
14109,"Peaxy, Inc.",Online_Tech,17000000,operating,1,CA,San Jose,2012-03-31,,,
14110,Pebble,Online_Tech,25675000,operating,3,CA,Palo Alto,2009-01-01,,,
14111,Pebblebrook Hotel Trust,Renting,600000000,operating,1,MD,Bethesda,2009-01-01,,,
14112,Argos Therapeutics,Medical,118352074,operating,6,NC,Durham,1997-01-01,,,
14113,Pecabu,Online_Tech,1675000,operating,2,CA,San Mateo,2013-01-01,,,
14114,PECO Pallet,Online_Tech,0,,1,NY,Irvington,1997-01-01,,,
14115,Pediatric Bioscience,Medical,766837,operating,1,CA,Sacramento,,,,
14116,Peek,Service,6900000,operating,3,CA,San Francisco,,,,
14117,Peek,Online_Tech,5576096,closed,3,NY,New York,2007-11-01,,,
14118,Peek Kids,Online_Tech,5000000,operating,1,CA,San Francisco,2006-01-01,,,
14119,Peek@U,Gaming,0,operating,1,IN,Crown Point,2012-04-15,,,
14120,Peekaboo Mobile,Online_Tech,0,acquired,1,MA,Boston,2010-01-01,Peekaboo Mobile,2011-04-11,
14121,"Peekabuy, Inc.",Online_Tech,0,operating,2,CA,San Mateo,,,,
14122,PeekYou,Online_Tech,1825000,operating,5,NY,New York,2012-11-02,,,
14123,Peel,Online_Tech,86700000,operating,4,CA,Mountain View,2009-01-01,,,
14124,Peep Mobile Digital,Online_Tech,4875000,operating,2,NY,New York,2013-12-01,,,
14125,PeepsOut Inc.,Service,260000,operating,1,NY,New York,2011-01-01,,,
14126,Peepsqueeze Inc,Online_Tech,125000,operating,2,TX,Austin,2013-12-17,,,
14127,PEER,Corporate_Services,40000,operating,1,CA,San Francisco,2013-02-05,,,
14128,Peer.im,Online_Tech,28000,operating,1,CA,San Francisco,2012-12-01,,,
14129,Peer39,Online_Tech,29915001,acquired,7,NY,New York,2006-03-01,Peer39,2012-04-01,15500000.0
14130,Peer5,Art,0,operating,2,CA,Palo Alto,2011-01-01,,,
14131,peer60,Corporate_Services,750000,operating,1,UT,American Fork,2012-01-01,,,
14132,Argus Insights,Online_Tech,200000,operating,1,CA,Los Gatos,2009-07-01,,,
14133,Peeractive,Online_Tech,1135000,operating,1,NY,New York,2009-01-01,,,
14134,PeerApp,Online_Tech,22500000,operating,4,MA,Newton,2004-01-01,,,
14135,Peerflix,Gaming,10000000,acquired,2,CA,Palo Alto,,Peerflix,2008-09-05,
14136,Peerform,Online_Tech,2900000,operating,3,NY,New York,2010-04-10,,,
14137,Peeridea,Online_Tech,200000,operating,2,CA,Sunnyvale,,,,
14138,PeerJ,Online_Tech,950000,operating,1,CA,Corte Madera,2012-06-01,,,
14139,Peerless Network,Online_Tech,25065701,operating,2,IL,Chicago,2008-01-01,,,
14140,Peerlyst,Online_Tech,3000000,operating,2,CA,San Francisco,2011-01-01,,,
14141,PeerMe,Gaming,5000000,closed,1,CA,Mountain View,2004-01-01,,,
14142,PeerPong,Online_Tech,2800000,closed,1,CA,San Francisco,2006-01-01,,,
14143,Peers App,Education,4000,operating,1,MI,Detroit,,,,
14144,PeerSpace,Online_Tech,2300000,operating,2,CA,San Francisco,2013-10-01,,,
14145,PeerTrader,Banking,0,operating,1,IL,Chicago,2012-07-01,,,
14146,peerTransfer,Online_Tech,21200000,operating,4,MA,Boston,2009-07-31,,,
14147,Argyle Data,Online_Tech,20995129,operating,7,CA,San Mateo,2009-01-01,,,
14148,Pegasus Biologics,Medical,1047369,operating,1,CA,Irvine,2003-01-01,,,
14149,Pegasus Imaging Corporation,Online_Tech,25000,operating,1,FL,Tampa,1991-01-01,,,
14150,Pegasus Tower Company,Online_Tech,20000000,operating,1,VA,North Tazewell,,,,
14151,Pegg'd,Online_Tech,65000,operating,1,CA,Los Angeles,2012-11-27,,,
14152,Peku Publications,Online_Tech,150000,,1,NH,Manchester,2008-01-01,,,
14153,Pelago,Online_Tech,22400000,acquired,3,WA,Seattle,2005-12-01,Pelago,2011-04-18,
14154,Argyle Security,Online_Tech,10450000,,1,TX,San Antonio,1976-01-01,,,
14155,Pelican Harbour Seafood,Service,0,operating,1,FL,Melbourne,2012-06-26,,,
14156,Pelican Imaging,Online_Tech,37000000,operating,5,CA,Santa Clara,2008-01-01,,,
14157,Pelican Therapeutics,Medical,160000,operating,1,FL,Boca Raton,,,,
14158,Pelikan Technologies,Medical,94000000,operating,2,CA,Palo Alto,2001-01-01,,,
14159,PellePharm,Online_Tech,1726200,operating,2,CA,Menlo Park,,,,
14160,Pellet Technology USA,Manufacturing,3656710,operating,1,NE,Gretna,2010-01-01,,,
14161,Pellucid Analytics,Online_Tech,481156,operating,2,CO,Boulder,2011-01-01,,,
14162,Argyle Social,Online_Tech,1565000,operating,2,NC,Durham,2010-02-05,,,
14163,Peloton Document Solutions,Online_Tech,2012750,operating,1,CA,Santa Monica,2012-01-01,,,
14164,Peloton Interactive,Online_Tech,14707000,operating,4,NY,New York,2012-02-15,,,
14165,Peloton Technology,Transportation,900000,operating,1,CA,Menlo Park,2011-01-01,,,
14166,Peloton Therapeutics,Medical,18000000,operating,1,TX,Dallas,,,,
14167,Pelotonia,Online_Tech,21000000,operating,1,OH,Columbus,2008-01-01,,,
14168,Pelotonics,Online_Tech,500000,operating,1,CA,San Diego,2007-01-01,,,
14169,Penango,Online_Tech,150000,operating,2,CA,Los Angeles,2007-01-01,,,
14170,ARI,Medical,0,operating,1,AR,Fayetteville,1996-07-17,,,
14171,PenBlade,Medical,1115155,operating,1,UT,Park City,,,,
14172,PenBoutique,Online_Tech,0,operating,1,MD,Columbia,2004-01-01,,,
14173,Pendleton Woolen Mills,Manufacturing,5000000,operating,1,OR,Portland,1863-01-01,,,
14174,Pendo Systems,Online_Tech,1020000,,1,NJ,Montclair,2007-05-01,,,
14175,Pendo.io,Online_Tech,1000000,operating,1,NC,Raleigh,2013-01-01,,,
14176,Penelope's Purse,Online_Tech,0,operating,1,NJ,Maplewood,2012-06-01,,,
14177,Penemarie K Murphy,Medical,0,operating,1,FL,Jacksonville,1990-03-01,,,
14178,Penguin Computing,Online_Tech,19392757,operating,6,CA,San Francisco,1998-01-01,,,
14179,ARI Network Services,Online_Tech,4800000,operating,1,WI,Milwaukee,1981-01-01,,,
14180,Penn Medicine,Medical,12000000,operating,1,PA,Philadelphia,,,,
14181,Penn Truss Systems,Online_Tech,50000,operating,1,PA,Middleburg,2004-01-01,,,
14182,Penny Auction Solutions,Online_Tech,10000000,operating,1,CA,San Diego,,,,
14183,PENRITH,Medical,3120192,operating,1,PA,Plymouth Meeting,2005-01-01,,,
14184,Aria Analytics,Online_Tech,350000,operating,1,OH,Cleveland,2003-01-01,,,
14185,Pentaho,Online_Tech,71995394,operating,5,FL,Orlando,2004-10-08,,,
14186,PenteoSurround,Art,352595,operating,1,CA,Oakland,2010-01-01,,,
14187,Penthera Partners,Online_Tech,11499293,operating,7,PA,Pittsburgh,2007-01-01,,,
14188,Penumbra,Medical,121230,operating,1,CA,Alameda,2004-01-01,,,
14189,Penxy,Online_Tech,508295,operating,2,CA,San Francisco,2012-04-15,,,
14190,People Capital,Banking,2500000,closed,1,NY,New York,2008-01-01,,,
14191,Aria Glassworks,Online_Tech,1750000,closed,1,CA,Mountain View,2010-01-01,,,
14192,People Pattern,Online_Tech,4500000,operating,1,TX,Austin,2013-05-01,,,
14193,People Power,Online_Tech,1164000,operating,2,CA,Palo Alto,2009-01-01,,,
14194,People Publishing,Online_Tech,0,operating,1,CA,Ventura,2014-06-09,,,
14195,People to Remember,Online_Tech,25000,closed,1,UT,Salt Lake City,2010-04-01,,,
14196,People's Software Company,Online_Tech,0,closed,1,NY,New York,2008-05-01,,,
14197,People10 Technologies Inc.,Online_Tech,1633386,operating,1,NY,New York,2011-01-01,,,
14198,PeopleAdmin,Online_Tech,0,acquired,1,TX,Austin,2000-01-01,PeopleAdmin,2014-03-01,
14199,Aria Innovations,Online_Tech,0,operating,3,CA,Palo Alto,,,,
14200,PeopLease,Transportation,0,operating,1,SC,Mt Pleasant,1994-01-01,,,
14201,Peopleclick Authoria,Online_Tech,22500000,acquired,1,MA,Waltham,1997-01-01,Peopleclick Authoria,2008-09-29,63100000.0
14202,PeopleCube,Online_Tech,17000000,acquired,1,MA,Framingham,1995-01-01,PeopleCube,2012-07-05,
14203,PeopleDoc,Online_Tech,19479335,operating,2,NY,New York,2013-01-01,,,
14204,Peoplefilter Technology,Online_Tech,4500000,acquired,1,IL,Arlington Heights,2000-01-01,Peoplefilter Technology,2008-07-10,
14205,PeopleJar,Online_Tech,1610000,operating,1,CA,Los Angeles,,,,
14206,PeopleLinx,Online_Tech,4700000,operating,2,PA,Philadelphia,2009-01-01,,,
14207,Peoplematics,Online_Tech,118000,operating,2,MA,Boston,2011-01-01,,,
14208,PeopleMatter,Online_Tech,63400000,operating,5,SC,North Charleston,2009-09-01,,,
14209,PeopleString,Online_Tech,175000,acquired,1,NJ,Red Bank,,PeopleString,2013-12-20,
14210,Peoplocity,Retail,200000,operating,1,IN,Indianapolis,2012-01-01,,,
14211,Pepex Biomedical,Medical,10201670,operating,2,MO,Saint Louis,2001-01-01,,,
14212,Pepper Networks,Online_Tech,0,operating,1,WA,Kirkland,2011-09-28,,,
14213,Peppercoin,Online_Tech,10000000,acquired,1,MA,Waltham,2001-01-01,Peppercoin,2007-04-16,
14214,Pepperdata,Online_Tech,5000000,operating,2,CA,Sunnyvale,2012-05-14,,,
14215,Aria Retirement Solutions,Online_Tech,4650000,operating,2,CA,San Francisco,2011-01-01,,,
14216,Pepperweed Consulting,Corporate_Services,7279926,operating,1,PA,Sewickley,2009-01-01,,,
14217,PeptiVir,Medical,300000,operating,1,CO,Aurora,2010-01-01,,,
14218,PerBlue,Online_Tech,3800000,operating,2,WI,Madison,2008-01-01,,,
14219,Perceivant,Online_Tech,2150000,operating,2,IN,Indianapolis,2012-01-01,,,
14220,Aria Systems,Online_Tech,81200000,operating,4,CA,San Francisco,2003-01-01,,,
14221,PerceptiMed,Medical,6017616,operating,3,CA,Palo Alto,2011-01-01,,,
14222,Perception Software,Online_Tech,37500,operating,1,TX,Austin,2005-12-01,,,
14223,Perceptis,Online_Tech,7500000,acquired,2,SC,Greenville,2004-05-01,Perceptis,2014-07-08,
14224,Perceptive Pixel,Online_Tech,250000,acquired,1,NY,New York,2010-12-07,Perceptive Pixel,2012-07-09,
14225,Percolate,Corporate_Services,34500000,operating,3,NY,New York,2011-01-01,,,
14226,PercSys,Online_Tech,4768655,operating,1,CA,Palo Alto,2003-01-01,,,
14227,Percutaneous Valve Technologies (PVT),Online_Tech,19500000,acquired,2,NJ,Fort Lee,1999-01-01,Percutaneous Valve Technologies (PVT),2004-01-27,125000000.0
14228,PercuVision,Medical,2985000,operating,1,OH,Columbus,2007-01-01,,,
14229,Ariadne Diagnostics,Medical,100000,operating,1,MD,Rockville,2011-12-01,,,
14230,Perfect,Art,0,operating,1,WA,Seattle,,,,
14231,Perfect Audience,Online_Tech,1100000,acquired,1,CA,San Francisco,,Perfect Audience,2014-06-02,22800000.0
14232,Perfect Escapes,Service,2500000,operating,1,CA,San Francisco,2006-01-01,,,
14233,Perfect Market,Art,30600000,acquired,3,CA,Pasadena,2007-01-01,Perfect Market,2014-08-04,
14234,PerfectHitch,Online_Tech,40000,operating,1,CA,San Francisco,2011-02-01,,,
14235,Perfecto Mobile,Education,48600000,operating,4,MA,Woburn,2006-01-01,,,
14236,Perfectore,Online_Tech,0,operating,1,FL,Miami Beach,2013-03-06,,,
14237,PerfectPost,Online_Tech,350000,operating,1,GA,Atlanta,2011-04-01,,,
14238,PerfectSearch,Online_Tech,4325500,operating,2,UT,Orem,2007-01-01,,,
14239,PerfectServe,Medical,11900000,operating,2,TN,Knoxville,1997-01-01,,,
14240,Perficient,Online_Tech,28305854,operating,3,TX,Austin,1998-01-01,,,
14241,Ariagora,Online_Tech,15000,operating,1,TN,Chattanooga,,,,
14242,Performable,Online_Tech,3000000,acquired,1,MA,Cambridge,2009-10-17,Performable,2011-06-16,
14243,Performance Consulting Group,Corporate_Services,0,operating,1,MO,Philadelphia,1996-01-01,,,
14244,Performance Indicator,Medical,4735000,operating,1,MA,Lowell,1997-01-01,,,
14245,Performance Technology,Online_Tech,1060000,acquired,1,MD,Baltimore,,Performance Technology,2010-01-15,
14246,Performance Werks Racing,Manufacturing,0,operating,1,AL,Muscle Shoals,2009-07-01,,,
14247,PerformLine,Online_Tech,0,operating,2,NJ,Morristown,2008-01-01,,,
14248,PerformYard,Online_Tech,0,operating,1,VA,Arlington,2013-06-01,,,
14249,Perfusix,Medical,800000,operating,1,MD,Silver Spring,2011-01-01,,,
14250,Perfuzia Medical,Medical,0,operating,1,RI,Providence,,,,
14251,PeriGen,Medical,11400000,operating,2,NJ,Cranbury,1995-01-01,,,
14252,Perillon Software,Online_Tech,1325000,operating,3,MA,Littleton,2005-01-01,,,
14253,Perio Sciences,Medical,4375234,operating,2,TX,Dallas,2008-01-01,,,
14254,Aricent Group,Corporate_Services,64700000,operating,2,NJ,East Brunswick,1991-01-01,,,
14255,PerioSeal,Medical,0,operating,1,AR,Little Rock,2004-04-01,,,
14256,PeriphaGen,Medical,6500000,operating,1,PA,Pittsburgh,2005-01-01,,,
14257,Periscape,Online_Tech,14000,closed,1,RI,Providence,,,,
14258,Periscope,Online_Tech,0,operating,1,MN,Minneapolis,1994-01-01,,,
14259,Perk Dynamics,Online_Tech,1300000,operating,1,OK,Shawnee,2009-08-01,,,
14260,PerkHub,Online_Tech,515000,operating,1,CA,San Francisco,,,,
14261,Perkle,Online_Tech,0,operating,1,NJ,West Orange,2012-11-16,,,
14262,PerkStreet Financial,Banking,16000000,operating,3,MA,Boston,2008-01-01,,,
14263,Perkville,Online_Tech,3350000,operating,3,CA,Oakland,2010-01-11,,,
14264,Perle Bioscience,Medical,2000000,operating,1,GA,Atlanta,,,,
14265,Perlegen Sciences,Medical,74000000,operating,1,CA,Mountain View,2000-01-01,,,
14266,Perlstein Lab,Medical,2000000,operating,1,CA,San Francisco,2014-01-01,,,
14267,Permabit Technology,Online_Tech,12000000,operating,1,MA,Cambridge,2000-01-01,,,
14268,Permeon Biologics,Medical,2500000,operating,1,MA,Cambridge,,,,
14269,Perminova,Other,7560000,operating,2,CA,La Jolla,,,,
14270,PermissionTV,Art,9000000,closed,3,MA,Waltham,2005-01-01,,,
